zcr,energy,energy_entropy,spectral_centroid,spectral_spread,spectral_entropy,spectral_flux,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
-0.35327557080748540,0.80293845098252425,-1.56896215293196173,-0.81033745243654209,-0.95444120605698268,-0.48265888258002110,2.22299059546149769,-0.22344196579647907,-0.78519430675016333,0.89230098428146565,-0.24281473468005052,-1.25841842856580688,-0.14218963804258630,-0.53977011932116392,-1.05787573244851063,-0.88025999709515124,0.16265149186435626,0.35655760733700870,0.29033212715100909,-0.01254834076219057,-0.41188731207419282,1
-0.25832914100635895,0.66731554381280012,-1.04532895350612764,-0.80460572513014350,-0.97659974598852806,-0.51777945979721995,0.42223312536205504,-0.18979283996423649,-0.92530481399260012,0.86291009670834562,-0.64568387965630269,-1.36593601283834287,-0.78226348966738635,-0.18708664591631921,0.05608872264542557,0.74594282738663209,1.64018677309478211,1.49030799183353735,1.04540405510278167,0.35835776062877223,-1.17368752681733368,1
-0.28681306994670414,0.55492422134364383,-0.72660034401763007,-0.56758858963939374,-0.64341242971624113,-0.45030186493607383,1.08032144955759990,-0.15240492237284481,-0.70271243607103151,0.51656509300256814,-0.78661924589104226,-1.51197013672443448,-1.34356320433896315,-0.36511694636058306,-0.01899458815206047,0.55348208353334327,1.12848012974759460,0.96929758729213156,0.57714440906515196,0.19360398038220086,-0.72603955999049019,1
-0.27867480453518023,0.63186634442224865,-0.27053227025354848,-0.35654758520155266,-0.21349979283404041,-0.41640527383916787,0.92560756636172647,-0.20100921524165030,-0.43672757630353659,0.07626309774468169,-1.01754973833155482,-1.13024923554884915,-0.88404356150924479,-0.27708314029467229,-0.38113531240128656,0.13719543355584818,0.80988357260815358,0.84902664573975295,0.62903768743411037,0.46041080475334023,-0.31077417675775898,1
-0.33699903998443759,0.32097304438842927,-1.33516268464903165,-0.34874596211867120,-0.32465751053692682,-0.37418826545731237,1.61787833121928681,-0.33560571857063687,-0.73920881813233041,0.05389487537119665,-0.68045345122270740,-0.90145198888083244,-0.71340941434479577,-0.70797017846990717,-0.83335323149332907,-0.54035942060814679,0.00237010888244365,0.48925017681926414,1.10766214994805900,1.28383387623020351,0.72615228404520060,1
-0.35191919323890586,-0.15442324774721097,-1.12493164533568679,-0.60830505192227902,-0.71932610812436848,-0.44217800119962697,0.91533435438071731,-0.28326263394269841,-0.94446770356279541,0.42418326592498745,-0.50287068426143433,-1.36089966026790976,-1.08270458776751832,-0.38728937979533296,-0.79324179924900851,-0.13163095593706403,-0.20704547751448349,0.16668440424510694,0.60075387768119581,1.29558688890316653,1.14290471081469347,1
-0.39803603057087755,-0.70380955352887398,-0.29448044850433019,-0.30814811585455554,-0.13808398516358930,-0.38584557346750847,1.57344789525448103,-0.24587471635130728,-0.89453299645354312,0.17630968803211428,-0.10466443324772169,-0.95497857388489504,-1.11005134326023769,0.11857308103035112,-0.23702011839938231,-0.08407011118007333,-0.38742346883056777,0.27818480784316940,0.80375674809656050,1.02112529128520446,0.62924163498037755,1
-0.25697276343777975,1.20504073980027093,-2.13842358770880425,-0.58812638521495597,-0.61487205926359390,-0.47989928944624660,0.46475938055648719,-0.07762908719007815,-0.33436252677525558,0.32786576975359272,-1.61049609906864033,-1.62474738381057104,-0.64484961192149626,-1.07539741742502071,-1.22688928917755224,0.53338876203637431,2.40081542703092543,0.96548334252488688,-0.23557822683074292,-0.84373793924231344,-1.58791295419323597,1
-0.17694648689110981,0.85046935548747349,0.30561147465845334,-0.57623138624385450,-0.71650835746664510,-0.43831885890683686,1.15839690655307970,-0.01406962728470971,-0.31616137429363822,0.53650457088829118,-1.26872223110021420,-1.67067822465798632,-1.09541568218627972,-0.79306025648957323,-0.23965246795690073,0.99509465152279231,2.40106438331459593,0.85048614927696231,-0.60905748541647364,-1.64852340876837378,-1.78051024385200107,1
-0.19864852798851024,1.77575180072995198,-0.36911916328168221,-0.86618212518257043,-0.97242356528276042,-0.53358969005545465,0.33113322540500506,-0.08136787894921108,-0.17793954505961646,0.96334559538500242,-0.87053448825666957,-1.18754438085991287,-0.05572998672958674,-0.87731301398105488,-1.27143919080464363,0.86809995499661252,2.52336821813209689,0.31357996134843930,-1.02588242455626300,-1.53833560378049294,-1.78873056346763604,1
-0.35870108108183846,0.71038883879317960,1.25324909588644884,-0.99200057411346798,-1.25252803454018169,-0.47122535062355630,-0.26162228278652250,-0.17857646468682209,0.36293943898452086,0.36434977930557844,1.40162955208930962,-0.26922833780573907,0.56535684368406469,4.00141953987102639,0.54164625463859450,1.23038592913476363,1.78946028398675661,0.30854444872619907,0.30164176403753801,-0.20996482688994644,0.20938009543226810,1
-0.33157352971008458,-0.60440848464643204,1.10927387805413713,-0.81694952212383831,-1.01651846407051050,-0.39382173260493702,-0.54691491628193745,-0.11127821302232074,-0.10448800641173697,0.28217887284995774,0.97985475863029070,-0.81008145647800955,0.76339352257466964,3.01495935907241597,-0.06977842985787873,1.12741665237063304,0.43783090063374119,0.23436324518340707,-0.16704936027220318,0.08026742138625104,0.18343356203347522,1
-0.45364751088296451,0.97817078205883468,0.47351403006335352,-0.50378014240240598,-0.34144357880757442,-0.46202221804078375,0.68193636765804200,-0.36551605264374709,-0.08741587457592120,0.44249654582190373,0.37076598631652458,-0.25922742198626375,0.04030159792958793,-0.33805295959184356,-0.85902651747938941,-0.66231817215368260,-0.14773930514632783,0.65141130085591947,0.85679583550366023,1.01438216097107126,0.98907260080982162,1
-0.39261052029652455,-0.46816895257475111,0.52871038244885094,-0.84649715859031371,-0.95229568145976240,-0.43799156398497419,-0.43464129727283879,-0.19353163172336885,-0.20940996393165270,0.44986770544045546,1.00086502796122567,-0.70422279643979746,0.73204389670953351,1.50085954584603098,-0.39823807992237104,0.77326033810712158,0.42459321424342783,0.62711748034688652,0.02912614060463047,0.27537312033617123,-0.04330351712378644,1
-0.41702531653109581,0.08033400041423357,-0.02788190436388359,-1.00166832583448784,-1.16916564487585761,-0.53467222554944838,0.40785613821304201,-0.23839713283302583,-1.08169634123209546,1.39480582903980177,0.50227092587903988,-0.46074085334472292,0.13057559741103816,1.01725756279492008,0.26925094490141083,0.51555995778511621,1.77353694702311193,1.40549354917458813,0.77971108709288495,0.43928600208049146,0.22488323408755023,1
-0.46314215386307950,-0.49411418930514134,0.71151826515838112,-0.86312708746544242,-1.05341825547047185,-0.45877068811825855,0.20293327091469970,-0.18231525644595448,-1.21054432254795974,1.31758542710752558,0.51514511717569678,-0.26737407880442537,0.48969964332014132,0.51266613537266359,0.37724636850687349,0.88982993105466923,1.97330663263806017,1.31638774339247688,0.96227382050558874,0.90591998031992804,0.69980244719264129,1
